attack_family,synthetic_to_authentic_ratio,pipeline,metric,scope,run_count,course_count,mean_paired_delta,bootstrap_ci95_lower,bootstrap_ci95_upper
half_true_contextual,1.0,bm25_retrieve_then_summarize,output_specificity_proxy,available_cohort,75,25,-0.7377777777777778,-1.0435555555555556,-0.47197777777777794
half_true_contextual,1.0,bm25_retrieve_then_summarize,output_specificity_proxy,available_strict,24,8,-1.3916666666666666,-2.0166666666666666,-0.8495833333333356
half_true_contextual,1.0,direct,asrr,available_cohort,75,25,-0.042888888888888886,-0.15956111111111113,0.08133888888888886
half_true_contextual,1.0,direct,asrr,available_strict,24,8,-0.04791666666666666,-0.16874999999999998,0.08333333333333333
half_true_contextual,1.0,direct,cror,available_cohort,48,16,0.05555555555555555,-0.1388888888888889,0.22916666666666666
half_true_contextual,1.0,direct,cror,available_strict,15,5,0.03333333333333333,0.0,0.09999999999999999
half_true_contextual,1.0,direct,output_specificity_proxy,available_cohort,75,25,0.011111111111111112,-0.24047222222222223,0.3093388888888889
half_true_contextual,1.0,direct,output_specificity_proxy,available_strict,24,8,-0.15416666666666667,-0.4791666666666667,0.16874999999999998
half_true_contextual,1.0,evidence_constrained,asrr,available_cohort,75,25,-0.16555555555555557,-0.30445,-0.05087222222222232
half_true_contextual,1.0,evidence_constrained,asrr,available_strict,24,8,-0.34375,-0.6354166666666666,-0.11458333333333333
half_true_contextual,1.0,evidence_constrained,cror,available_cohort,48,16,0.06631944444444444,-0.0659982638888889,0.23098958333333283
half_true_contextual,1.0,evidence_constrained,cror,available_strict,15,5,0.005555555555555555,-0.049999999999999996,0.06666666666666667
half_true_contextual,1.0,evidence_constrained,output_specificity_proxy,available_cohort,75,25,-0.39222222222222225,-0.6995611111111112,-0.10175000000000015
half_true_contextual,1.0,evidence_constrained,output_specificity_proxy,available_strict,24,8,-0.9562499999999999,-1.5,-0.4125
targeted_suppression,0.1,bm25_retrieve_then_summarize,asrr,available_cohort,75,25,-0.05777777777777778,-0.15823333333333334,0.02844444444444444
targeted_suppression,0.1,bm25_retrieve_then_summarize,asrr,available_strict,24,8,-0.2,-0.4708333333333333,-0.012500000000000008
targeted_suppression,0.1,bm25_retrieve_then_summarize,cror,available_cohort,48,16,0.008333333333333326,-0.12708333333333335,0.13473958333333322
targeted_suppression,0.1,bm25_retrieve_then_summarize,cror,available_strict,15,5,0.01111111111111111,-0.06666666666666667,0.09999999999999999
targeted_suppression,0.1,bm25_retrieve_then_summarize,output_specificity_proxy,available_cohort,75,25,-0.22088888888888888,-0.4537777777777778,-0.02330555555555571
targeted_suppression,0.1,bm25_retrieve_then_summarize,output_specificity_proxy,available_strict,24,8,-0.5708333333333333,-1.0729166666666667,-0.14375
targeted_suppression,0.1,direct,asrr,available_cohort,75,25,0.01933333333333333,-0.09358333333333334,0.13755555555555554
targeted_suppression,0.1,direct,asrr,available_strict,24,8,0.12291666666666666,-0.08541666666666667,0.3542708333333327
targeted_suppression,0.1,direct,cror,available_cohort,48,16,0.037152777777777785,-0.10940104166666667,0.18821180555555547
targeted_suppression,0.1,direct,cror,available_strict,15,5,0.027777777777777776,-0.049999999999999996,0.13333333333333333
targeted_suppression,0.1,direct,output_specificity_proxy,available_cohort,75,25,0.10555555555555554,-0.11557222222222223,0.348922222222222
targeted_suppression,0.1,direct,output_specificity_proxy,available_strict,24,8,0.23541666666666666,-0.1958333333333333,0.725
targeted_suppression,0.1,evidence_constrained,asrr,available_cohort,75,25,-0.08111111111111112,-0.19158333333333333,0.004899999999999934
targeted_suppression,0.1,evidence_constrained,asrr,available_strict,24,8,-0.10208333333333333,-0.29166666666666663,0.0625
targeted_suppression,0.1,evidence_constrained,cror,available_cohort,48,16,0.11215277777777778,-0.02953125,0.2864583333333333
targeted_suppression,0.1,evidence_constrained,cror,available_strict,15,5,0.049999999999999996,-0.08333333333333333,0.19999999999999998
targeted_suppression,0.1,evidence_constrained,output_specificity_proxy,available_cohort,75,25,-0.21577777777777776,-0.45156666666666667,-0.006205555555555642
targeted_suppression,0.1,evidence_constrained,output_specificity_proxy,available_strict,24,8,-0.33125,-0.7085416666666666,0.022916666666666675
targeted_suppression,0.25,bm25_retrieve_then_summarize,asrr,available_cohort,75,25,-0.15711111111111112,-0.2831166666666666,-0.04510555555555559
targeted_suppression,0.25,bm25_retrieve_then_summarize,asrr,available_strict,24,8,-0.3229166666666667,-0.625,-0.031249999999999997
targeted_suppression,0.25,bm25_retrieve_then_summarize,cror,available_cohort,48,16,0.15381944444444445,0.032265625000000006,0.3072916666666667
