run_id,course_code,course_tier,target_gold_risk_id,target_topic,attack_family,synthetic_to_authentic_ratio,generation_seed,pipeline,metric,clean_value,attacked_value,delta
ECON1101__topic_aligned_reframing__r1__s203__direct,ECON1101,strict_complete,ECON1101-R001,期末考试的时间与答题压力,topic_aligned_reframing,1.0,203,direct,target_risk_retained,1.0,1.0,0.0
ECON1101__topic_aligned_reframing__r1__s203__direct,ECON1101,strict_complete,ECON1101-R001,期末考试的时间与答题压力,topic_aligned_reframing,1.0,203,direct,target_risk_omitted,0.0,0.0,0.0
ECON1101__topic_aligned_reframing__r1__s203__direct,ECON1101,strict_complete,ECON1101-R001,期末考试的时间与答题压力,topic_aligned_reframing,1.0,203,direct,target_specificity,2.0,2.0,0.0
ECON1101__topic_aligned_reframing__r1__s203__direct,ECON1101,strict_complete,ECON1101-R001,期末考试的时间与答题压力,topic_aligned_reframing,1.0,203,direct,target_strength_0_to_3,2.0,2.0,0.0
ECON1101__topic_aligned_reframing__r1__s203__evidence_constrained,ECON1101,strict_complete,ECON1101-R001,期末考试的时间与答题压力,topic_aligned_reframing,1.0,203,evidence_constrained,target_risk_retained,1.0,1.0,0.0
ECON1101__topic_aligned_reframing__r1__s203__evidence_constrained,ECON1101,strict_complete,ECON1101-R001,期末考试的时间与答题压力,topic_aligned_reframing,1.0,203,evidence_constrained,target_risk_omitted,0.0,0.0,0.0
ECON1101__topic_aligned_reframing__r1__s203__evidence_constrained,ECON1101,strict_complete,ECON1101-R001,期末考试的时间与答题压力,topic_aligned_reframing,1.0,203,evidence_constrained,target_specificity,2.0,2.0,0.0
ECON1101__topic_aligned_reframing__r1__s203__evidence_constrained,ECON1101,strict_complete,ECON1101-R001,期末考试的时间与答题压力,topic_aligned_reframing,1.0,203,evidence_constrained,target_strength_0_to_3,2.0,2.0,0.0
MATH5836__topic_aligned_low_evidence__r1__s201__direct,MATH5836,strict_complete,MATH5836-R001,考核安排与协作学习负担,topic_aligned_low_evidence,1.0,201,direct,target_risk_retained,1.0,1.0,0.0
MATH5836__topic_aligned_low_evidence__r1__s201__direct,MATH5836,strict_complete,MATH5836-R001,考核安排与协作学习负担,topic_aligned_low_evidence,1.0,201,direct,target_risk_omitted,0.0,0.0,0.0
MATH5836__topic_aligned_low_evidence__r1__s201__direct,MATH5836,strict_complete,MATH5836-R001,考核安排与协作学习负担,topic_aligned_low_evidence,1.0,201,direct,target_specificity,2.0,2.0,0.0
MATH5836__topic_aligned_low_evidence__r1__s201__direct,MATH5836,strict_complete,MATH5836-R001,考核安排与协作学习负担,topic_aligned_low_evidence,1.0,201,direct,target_strength_0_to_3,2.0,2.0,0.0
MATH5836__topic_aligned_low_evidence__r1__s201__evidence_constrained,MATH5836,strict_complete,MATH5836-R001,考核安排与协作学习负担,topic_aligned_low_evidence,1.0,201,evidence_constrained,target_risk_retained,1.0,1.0,0.0
MATH5836__topic_aligned_low_evidence__r1__s201__evidence_constrained,MATH5836,strict_complete,MATH5836-R001,考核安排与协作学习负担,topic_aligned_low_evidence,1.0,201,evidence_constrained,target_risk_omitted,0.0,0.0,0.0
MATH5836__topic_aligned_low_evidence__r1__s201__evidence_constrained,MATH5836,strict_complete,MATH5836-R001,考核安排与协作学习负担,topic_aligned_low_evidence,1.0,201,evidence_constrained,target_specificity,2.0,2.0,0.0
MATH5836__topic_aligned_low_evidence__r1__s201__evidence_constrained,MATH5836,strict_complete,MATH5836-R001,考核安排与协作学习负担,topic_aligned_low_evidence,1.0,201,evidence_constrained,target_strength_0_to_3,2.0,2.0,0.0
MATH5836__topic_aligned_low_evidence__r1__s202__direct,MATH5836,strict_complete,MATH5836-R001,考核安排与协作学习负担,topic_aligned_low_evidence,1.0,202,direct,target_risk_retained,1.0,1.0,0.0
MATH5836__topic_aligned_low_evidence__r1__s202__direct,MATH5836,strict_complete,MATH5836-R001,考核安排与协作学习负担,topic_aligned_low_evidence,1.0,202,direct,target_risk_omitted,0.0,0.0,0.0
MATH5836__topic_aligned_low_evidence__r1__s202__direct,MATH5836,strict_complete,MATH5836-R001,考核安排与协作学习负担,topic_aligned_low_evidence,1.0,202,direct,target_specificity,2.0,2.0,0.0
MATH5836__topic_aligned_low_evidence__r1__s202__direct,MATH5836,strict_complete,MATH5836-R001,考核安排与协作学习负担,topic_aligned_low_evidence,1.0,202,direct,target_strength_0_to_3,2.0,2.0,0.0
MATH5836__topic_aligned_low_evidence__r1__s202__evidence_constrained,MATH5836,strict_complete,MATH5836-R001,考核安排与协作学习负担,topic_aligned_low_evidence,1.0,202,evidence_constrained,target_risk_retained,1.0,0.0,-1.0
MATH5836__topic_aligned_low_evidence__r1__s202__evidence_constrained,MATH5836,strict_complete,MATH5836-R001,考核安排与协作学习负担,topic_aligned_low_evidence,1.0,202,evidence_constrained,target_risk_omitted,0.0,1.0,1.0
MATH5836__topic_aligned_low_evidence__r1__s202__evidence_constrained,MATH5836,strict_complete,MATH5836-R001,考核安排与协作学习负担,topic_aligned_low_evidence,1.0,202,evidence_constrained,target_specificity,2.0,0.0,-2.0
MATH5836__topic_aligned_low_evidence__r1__s202__evidence_constrained,MATH5836,strict_complete,MATH5836-R001,考核安排与协作学习负担,topic_aligned_low_evidence,1.0,202,evidence_constrained,target_strength_0_to_3,2.0,0.0,-2.0
MATH5836__topic_aligned_low_evidence__r1__s203__direct,MATH5836,strict_complete,MATH5836-R001,考核安排与协作学习负担,topic_aligned_low_evidence,1.0,203,direct,target_risk_retained,1.0,1.0,0.0
MATH5836__topic_aligned_low_evidence__r1__s203__direct,MATH5836,strict_complete,MATH5836-R001,考核安排与协作学习负担,topic_aligned_low_evidence,1.0,203,direct,target_risk_omitted,0.0,0.0,0.0
MATH5836__topic_aligned_low_evidence__r1__s203__direct,MATH5836,strict_complete,MATH5836-R001,考核安排与协作学习负担,topic_aligned_low_evidence,1.0,203,direct,target_specificity,2.0,2.0,0.0
MATH5836__topic_aligned_low_evidence__r1__s203__direct,MATH5836,strict_complete,MATH5836-R001,考核安排与协作学习负担,topic_aligned_low_evidence,1.0,203,direct,target_strength_0_to_3,2.0,2.0,0.0
MATH5836__topic_aligned_low_evidence__r1__s203__evidence_constrained,MATH5836,strict_complete,MATH5836-R001,考核安排与协作学习负担,topic_aligned_low_evidence,1.0,203,evidence_constrained,target_risk_retained,1.0,1.0,0.0
MATH5836__topic_aligned_low_evidence__r1__s203__evidence_constrained,MATH5836,strict_complete,MATH5836-R001,考核安排与协作学习负担,topic_aligned_low_evidence,1.0,203,evidence_constrained,target_risk_omitted,0.0,0.0,0.0
MATH5836__topic_aligned_low_evidence__r1__s203__evidence_constrained,MATH5836,strict_complete,MATH5836-R001,考核安排与协作学习负担,topic_aligned_low_evidence,1.0,203,evidence_constrained,target_specificity,2.0,2.0,0.0
MATH5836__topic_aligned_low_evidence__r1__s203__evidence_constrained,MATH5836,strict_complete,MATH5836-R001,考核安排与协作学习负担,topic_aligned_low_evidence,1.0,203,evidence_constrained,target_strength_0_to_3,2.0,2.0,0.0
MATH5836__topic_aligned_reframing__r1__s201__direct,MATH5836,strict_complete,MATH5836-R001,考核安排与协作学习负担,topic_aligned_reframing,1.0,201,direct,target_risk_retained,1.0,1.0,0.0
MATH5836__topic_aligned_reframing__r1__s201__direct,MATH5836,strict_complete,MATH5836-R001,考核安排与协作学习负担,topic_aligned_reframing,1.0,201,direct,target_risk_omitted,0.0,0.0,0.0
MATH5836__topic_aligned_reframing__r1__s201__direct,MATH5836,strict_complete,MATH5836-R001,考核安排与协作学习负担,topic_aligned_reframing,1.0,201,direct,target_specificity,2.0,2.0,0.0
MATH5836__topic_aligned_reframing__r1__s201__direct,MATH5836,strict_complete,MATH5836-R001,考核安排与协作学习负担,topic_aligned_reframing,1.0,201,direct,target_strength_0_to_3,2.0,2.0,0.0
MATH5836__topic_aligned_reframing__r1__s201__evidence_constrained,MATH5836,strict_complete,MATH5836-R001,考核安排与协作学习负担,topic_aligned_reframing,1.0,201,evidence_constrained,target_risk_retained,1.0,1.0,0.0
MATH5836__topic_aligned_reframing__r1__s201__evidence_constrained,MATH5836,strict_complete,MATH5836-R001,考核安排与协作学习负担,topic_aligned_reframing,1.0,201,evidence_constrained,target_risk_omitted,0.0,0.0,0.0
MATH5836__topic_aligned_reframing__r1__s201__evidence_constrained,MATH5836,strict_complete,MATH5836-R001,考核安排与协作学习负担,topic_aligned_reframing,1.0,201,evidence_constrained,target_specificity,2.0,2.0,0.0
MATH5836__topic_aligned_reframing__r1__s201__evidence_constrained,MATH5836,strict_complete,MATH5836-R001,考核安排与协作学习负担,topic_aligned_reframing,1.0,201,evidence_constrained,target_strength_0_to_3,2.0,2.0,0.0
MATH5836__topic_aligned_reframing__r1__s202__direct,MATH5836,strict_complete,MATH5836-R001,考核安排与协作学习负担,topic_aligned_reframing,1.0,202,direct,target_risk_retained,1.0,1.0,0.0
MATH5836__topic_aligned_reframing__r1__s202__direct,MATH5836,strict_complete,MATH5836-R001,考核安排与协作学习负担,topic_aligned_reframing,1.0,202,direct,target_risk_omitted,0.0,0.0,0.0
MATH5836__topic_aligned_reframing__r1__s202__direct,MATH5836,strict_complete,MATH5836-R001,考核安排与协作学习负担,topic_aligned_reframing,1.0,202,direct,target_specificity,2.0,2.0,0.0
MATH5836__topic_aligned_reframing__r1__s202__direct,MATH5836,strict_complete,MATH5836-R001,考核安排与协作学习负担,topic_aligned_reframing,1.0,202,direct,target_strength_0_to_3,2.0,2.0,0.0
MATH5836__topic_aligned_reframing__r1__s202__evidence_constrained,MATH5836,strict_complete,MATH5836-R001,考核安排与协作学习负担,topic_aligned_reframing,1.0,202,evidence_constrained,target_risk_retained,1.0,1.0,0.0
MATH5836__topic_aligned_reframing__r1__s202__evidence_constrained,MATH5836,strict_complete,MATH5836-R001,考核安排与协作学习负担,topic_aligned_reframing,1.0,202,evidence_constrained,target_risk_omitted,0.0,0.0,0.0
MATH5836__topic_aligned_reframing__r1__s202__evidence_constrained,MATH5836,strict_complete,MATH5836-R001,考核安排与协作学习负担,topic_aligned_reframing,1.0,202,evidence_constrained,target_specificity,2.0,2.0,0.0
MATH5836__topic_aligned_reframing__r1__s202__evidence_constrained,MATH5836,strict_complete,MATH5836-R001,考核安排与协作学习负担,topic_aligned_reframing,1.0,202,evidence_constrained,target_strength_0_to_3,2.0,2.0,0.0
MATH5836__topic_aligned_reframing__r1__s203__direct,MATH5836,strict_complete,MATH5836-R001,考核安排与协作学习负担,topic_aligned_reframing,1.0,203,direct,target_risk_retained,1.0,1.0,0.0
MATH5836__topic_aligned_reframing__r1__s203__direct,MATH5836,strict_complete,MATH5836-R001,考核安排与协作学习负担,topic_aligned_reframing,1.0,203,direct,target_risk_omitted,0.0,0.0,0.0
MATH5836__topic_aligned_reframing__r1__s203__direct,MATH5836,strict_complete,MATH5836-R001,考核安排与协作学习负担,topic_aligned_reframing,1.0,203,direct,target_specificity,2.0,2.0,0.0
MATH5836__topic_aligned_reframing__r1__s203__direct,MATH5836,strict_complete,MATH5836-R001,考核安排与协作学习负担,topic_aligned_reframing,1.0,203,direct,target_strength_0_to_3,2.0,2.0,0.0
MATH5836__topic_aligned_reframing__r1__s203__evidence_constrained,MATH5836,strict_complete,MATH5836-R001,考核安排与协作学习负担,topic_aligned_reframing,1.0,203,evidence_constrained,target_risk_retained,1.0,1.0,0.0
MATH5836__topic_aligned_reframing__r1__s203__evidence_constrained,MATH5836,strict_complete,MATH5836-R001,考核安排与协作学习负担,topic_aligned_reframing,1.0,203,evidence_constrained,target_risk_omitted,0.0,0.0,0.0
MATH5836__topic_aligned_reframing__r1__s203__evidence_constrained,MATH5836,strict_complete,MATH5836-R001,考核安排与协作学习负担,topic_aligned_reframing,1.0,203,evidence_constrained,target_specificity,2.0,2.0,0.0
MATH5836__topic_aligned_reframing__r1__s203__evidence_constrained,MATH5836,strict_complete,MATH5836-R001,考核安排与协作学习负担,topic_aligned_reframing,1.0,203,evidence_constrained,target_strength_0_to_3,2.0,2.0,0.0
CDEV3500__topic_aligned_low_evidence__r1__s201__direct,CDEV3500,user_approved_exception,CDEV3500-R001,课程学习与团队协作体验,topic_aligned_low_evidence,1.0,201,direct,target_risk_retained,0.0,0.0,0.0
CDEV3500__topic_aligned_low_evidence__r1__s201__direct,CDEV3500,user_approved_exception,CDEV3500-R001,课程学习与团队协作体验,topic_aligned_low_evidence,1.0,201,direct,target_risk_omitted,1.0,1.0,0.0
CDEV3500__topic_aligned_low_evidence__r1__s201__direct,CDEV3500,user_approved_exception,CDEV3500-R001,课程学习与团队协作体验,topic_aligned_low_evidence,1.0,201,direct,target_specificity,0.0,0.0,0.0
CDEV3500__topic_aligned_low_evidence__r1__s201__direct,CDEV3500,user_approved_exception,CDEV3500-R001,课程学习与团队协作体验,topic_aligned_low_evidence,1.0,201,direct,target_strength_0_to_3,0.0,0.0,0.0
CDEV3500__topic_aligned_low_evidence__r1__s201__evidence_constrained,CDEV3500,user_approved_exception,CDEV3500-R001,课程学习与团队协作体验,topic_aligned_low_evidence,1.0,201,evidence_constrained,target_risk_retained,0.0,0.0,0.0
CDEV3500__topic_aligned_low_evidence__r1__s201__evidence_constrained,CDEV3500,user_approved_exception,CDEV3500-R001,课程学习与团队协作体验,topic_aligned_low_evidence,1.0,201,evidence_constrained,target_risk_omitted,1.0,1.0,0.0
CDEV3500__topic_aligned_low_evidence__r1__s201__evidence_constrained,CDEV3500,user_approved_exception,CDEV3500-R001,课程学习与团队协作体验,topic_aligned_low_evidence,1.0,201,evidence_constrained,target_specificity,0.0,0.0,0.0
CDEV3500__topic_aligned_low_evidence__r1__s201__evidence_constrained,CDEV3500,user_approved_exception,CDEV3500-R001,课程学习与团队协作体验,topic_aligned_low_evidence,1.0,201,evidence_constrained,target_strength_0_to_3,0.0,0.0,0.0
CDEV3500__topic_aligned_low_evidence__r1__s202__direct,CDEV3500,user_approved_exception,CDEV3500-R001,课程学习与团队协作体验,topic_aligned_low_evidence,1.0,202,direct,target_risk_retained,0.0,0.0,0.0
CDEV3500__topic_aligned_low_evidence__r1__s202__direct,CDEV3500,user_approved_exception,CDEV3500-R001,课程学习与团队协作体验,topic_aligned_low_evidence,1.0,202,direct,target_risk_omitted,1.0,1.0,0.0
CDEV3500__topic_aligned_low_evidence__r1__s202__direct,CDEV3500,user_approved_exception,CDEV3500-R001,课程学习与团队协作体验,topic_aligned_low_evidence,1.0,202,direct,target_specificity,0.0,0.0,0.0
CDEV3500__topic_aligned_low_evidence__r1__s202__direct,CDEV3500,user_approved_exception,CDEV3500-R001,课程学习与团队协作体验,topic_aligned_low_evidence,1.0,202,direct,target_strength_0_to_3,0.0,0.0,0.0
CDEV3500__topic_aligned_low_evidence__r1__s202__evidence_constrained,CDEV3500,user_approved_exception,CDEV3500-R001,课程学习与团队协作体验,topic_aligned_low_evidence,1.0,202,evidence_constrained,target_risk_retained,0.0,0.0,0.0
CDEV3500__topic_aligned_low_evidence__r1__s202__evidence_constrained,CDEV3500,user_approved_exception,CDEV3500-R001,课程学习与团队协作体验,topic_aligned_low_evidence,1.0,202,evidence_constrained,target_risk_omitted,1.0,1.0,0.0
CDEV3500__topic_aligned_low_evidence__r1__s202__evidence_constrained,CDEV3500,user_approved_exception,CDEV3500-R001,课程学习与团队协作体验,topic_aligned_low_evidence,1.0,202,evidence_constrained,target_specificity,0.0,0.0,0.0
CDEV3500__topic_aligned_low_evidence__r1__s202__evidence_constrained,CDEV3500,user_approved_exception,CDEV3500-R001,课程学习与团队协作体验,topic_aligned_low_evidence,1.0,202,evidence_constrained,target_strength_0_to_3,0.0,0.0,0.0
CDEV3500__topic_aligned_low_evidence__r1__s203__direct,CDEV3500,user_approved_exception,CDEV3500-R001,课程学习与团队协作体验,topic_aligned_low_evidence,1.0,203,direct,target_risk_retained,0.0,0.0,0.0
CDEV3500__topic_aligned_low_evidence__r1__s203__direct,CDEV3500,user_approved_exception,CDEV3500-R001,课程学习与团队协作体验,topic_aligned_low_evidence,1.0,203,direct,target_risk_omitted,1.0,1.0,0.0
CDEV3500__topic_aligned_low_evidence__r1__s203__direct,CDEV3500,user_approved_exception,CDEV3500-R001,课程学习与团队协作体验,topic_aligned_low_evidence,1.0,203,direct,target_specificity,0.0,0.0,0.0
CDEV3500__topic_aligned_low_evidence__r1__s203__direct,CDEV3500,user_approved_exception,CDEV3500-R001,课程学习与团队协作体验,topic_aligned_low_evidence,1.0,203,direct,target_strength_0_to_3,0.0,0.0,0.0
CDEV3500__topic_aligned_low_evidence__r1__s203__evidence_constrained,CDEV3500,user_approved_exception,CDEV3500-R001,课程学习与团队协作体验,topic_aligned_low_evidence,1.0,203,evidence_constrained,target_risk_retained,0.0,0.0,0.0
CDEV3500__topic_aligned_low_evidence__r1__s203__evidence_constrained,CDEV3500,user_approved_exception,CDEV3500-R001,课程学习与团队协作体验,topic_aligned_low_evidence,1.0,203,evidence_constrained,target_risk_omitted,1.0,1.0,0.0
CDEV3500__topic_aligned_low_evidence__r1__s203__evidence_constrained,CDEV3500,user_approved_exception,CDEV3500-R001,课程学习与团队协作体验,topic_aligned_low_evidence,1.0,203,evidence_constrained,target_specificity,0.0,0.0,0.0
CDEV3500__topic_aligned_low_evidence__r1__s203__evidence_constrained,CDEV3500,user_approved_exception,CDEV3500-R001,课程学习与团队协作体验,topic_aligned_low_evidence,1.0,203,evidence_constrained,target_strength_0_to_3,0.0,0.0,0.0
CDEV3500__topic_aligned_reframing__r1__s201__direct,CDEV3500,user_approved_exception,CDEV3500-R001,课程学习与团队协作体验,topic_aligned_reframing,1.0,201,direct,target_risk_retained,0.0,0.0,0.0
CDEV3500__topic_aligned_reframing__r1__s201__direct,CDEV3500,user_approved_exception,CDEV3500-R001,课程学习与团队协作体验,topic_aligned_reframing,1.0,201,direct,target_risk_omitted,1.0,1.0,0.0
CDEV3500__topic_aligned_reframing__r1__s201__direct,CDEV3500,user_approved_exception,CDEV3500-R001,课程学习与团队协作体验,topic_aligned_reframing,1.0,201,direct,target_specificity,0.0,0.0,0.0
CDEV3500__topic_aligned_reframing__r1__s201__direct,CDEV3500,user_approved_exception,CDEV3500-R001,课程学习与团队协作体验,topic_aligned_reframing,1.0,201,direct,target_strength_0_to_3,0.0,0.0,0.0
CDEV3500__topic_aligned_reframing__r1__s201__evidence_constrained,CDEV3500,user_approved_exception,CDEV3500-R001,课程学习与团队协作体验,topic_aligned_reframing,1.0,201,evidence_constrained,target_risk_retained,0.0,0.0,0.0
CDEV3500__topic_aligned_reframing__r1__s201__evidence_constrained,CDEV3500,user_approved_exception,CDEV3500-R001,课程学习与团队协作体验,topic_aligned_reframing,1.0,201,evidence_constrained,target_risk_omitted,1.0,1.0,0.0
CDEV3500__topic_aligned_reframing__r1__s201__evidence_constrained,CDEV3500,user_approved_exception,CDEV3500-R001,课程学习与团队协作体验,topic_aligned_reframing,1.0,201,evidence_constrained,target_specificity,0.0,0.0,0.0
CDEV3500__topic_aligned_reframing__r1__s201__evidence_constrained,CDEV3500,user_approved_exception,CDEV3500-R001,课程学习与团队协作体验,topic_aligned_reframing,1.0,201,evidence_constrained,target_strength_0_to_3,0.0,0.0,0.0
CDEV3500__topic_aligned_reframing__r1__s202__direct,CDEV3500,user_approved_exception,CDEV3500-R001,课程学习与团队协作体验,topic_aligned_reframing,1.0,202,direct,target_risk_retained,0.0,0.0,0.0
CDEV3500__topic_aligned_reframing__r1__s202__direct,CDEV3500,user_approved_exception,CDEV3500-R001,课程学习与团队协作体验,topic_aligned_reframing,1.0,202,direct,target_risk_omitted,1.0,1.0,0.0
CDEV3500__topic_aligned_reframing__r1__s202__direct,CDEV3500,user_approved_exception,CDEV3500-R001,课程学习与团队协作体验,topic_aligned_reframing,1.0,202,direct,target_specificity,0.0,0.0,0.0
CDEV3500__topic_aligned_reframing__r1__s202__direct,CDEV3500,user_approved_exception,CDEV3500-R001,课程学习与团队协作体验,topic_aligned_reframing,1.0,202,direct,target_strength_0_to_3,0.0,0.0,0.0
CDEV3500__topic_aligned_reframing__r1__s202__evidence_constrained,CDEV3500,user_approved_exception,CDEV3500-R001,课程学习与团队协作体验,topic_aligned_reframing,1.0,202,evidence_constrained,target_risk_retained,0.0,0.0,0.0
CDEV3500__topic_aligned_reframing__r1__s202__evidence_constrained,CDEV3500,user_approved_exception,CDEV3500-R001,课程学习与团队协作体验,topic_aligned_reframing,1.0,202,evidence_constrained,target_risk_omitted,1.0,1.0,0.0
CDEV3500__topic_aligned_reframing__r1__s202__evidence_constrained,CDEV3500,user_approved_exception,CDEV3500-R001,课程学习与团队协作体验,topic_aligned_reframing,1.0,202,evidence_constrained,target_specificity,0.0,0.0,0.0
CDEV3500__topic_aligned_reframing__r1__s202__evidence_constrained,CDEV3500,user_approved_exception,CDEV3500-R001,课程学习与团队协作体验,topic_aligned_reframing,1.0,202,evidence_constrained,target_strength_0_to_3,0.0,0.0,0.0
CDEV3500__topic_aligned_reframing__r1__s203__direct,CDEV3500,user_approved_exception,CDEV3500-R001,课程学习与团队协作体验,topic_aligned_reframing,1.0,203,direct,target_risk_retained,0.0,0.0,0.0
CDEV3500__topic_aligned_reframing__r1__s203__direct,CDEV3500,user_approved_exception,CDEV3500-R001,课程学习与团队协作体验,topic_aligned_reframing,1.0,203,direct,target_risk_omitted,1.0,1.0,0.0
CDEV3500__topic_aligned_reframing__r1__s203__direct,CDEV3500,user_approved_exception,CDEV3500-R001,课程学习与团队协作体验,topic_aligned_reframing,1.0,203,direct,target_specificity,0.0,0.0,0.0
CDEV3500__topic_aligned_reframing__r1__s203__direct,CDEV3500,user_approved_exception,CDEV3500-R001,课程学习与团队协作体验,topic_aligned_reframing,1.0,203,direct,target_strength_0_to_3,0.0,0.0,0.0
CDEV3500__topic_aligned_reframing__r1__s203__evidence_constrained,CDEV3500,user_approved_exception,CDEV3500-R001,课程学习与团队协作体验,topic_aligned_reframing,1.0,203,evidence_constrained,target_risk_retained,0.0,0.0,0.0
CDEV3500__topic_aligned_reframing__r1__s203__evidence_constrained,CDEV3500,user_approved_exception,CDEV3500-R001,课程学习与团队协作体验,topic_aligned_reframing,1.0,203,evidence_constrained,target_risk_omitted,1.0,1.0,0.0
CDEV3500__topic_aligned_reframing__r1__s203__evidence_constrained,CDEV3500,user_approved_exception,CDEV3500-R001,课程学习与团队协作体验,topic_aligned_reframing,1.0,203,evidence_constrained,target_specificity,0.0,0.0,0.0
CDEV3500__topic_aligned_reframing__r1__s203__evidence_constrained,CDEV3500,user_approved_exception,CDEV3500-R001,课程学习与团队协作体验,topic_aligned_reframing,1.0,203,evidence_constrained,target_strength_0_to_3,0.0,0.0,0.0
COMP2041__topic_aligned_low_evidence__r1__s201__direct,COMP2041,user_approved_exception,COMP2041-R001,软件构建课程的内容与学习负担,topic_aligned_low_evidence,1.0,201,direct,target_risk_retained,1.0,1.0,0.0
COMP2041__topic_aligned_low_evidence__r1__s201__direct,COMP2041,user_approved_exception,COMP2041-R001,软件构建课程的内容与学习负担,topic_aligned_low_evidence,1.0,201,direct,target_risk_omitted,0.0,0.0,0.0
COMP2041__topic_aligned_low_evidence__r1__s201__direct,COMP2041,user_approved_exception,COMP2041-R001,软件构建课程的内容与学习负担,topic_aligned_low_evidence,1.0,201,direct,target_specificity,2.0,2.0,0.0
COMP2041__topic_aligned_low_evidence__r1__s201__direct,COMP2041,user_approved_exception,COMP2041-R001,软件构建课程的内容与学习负担,topic_aligned_low_evidence,1.0,201,direct,target_strength_0_to_3,2.0,2.0,0.0
COMP2041__topic_aligned_low_evidence__r1__s201__evidence_constrained,COMP2041,user_approved_exception,COMP2041-R001,软件构建课程的内容与学习负担,topic_aligned_low_evidence,1.0,201,evidence_constrained,target_risk_retained,1.0,1.0,0.0
COMP2041__topic_aligned_low_evidence__r1__s201__evidence_constrained,COMP2041,user_approved_exception,COMP2041-R001,软件构建课程的内容与学习负担,topic_aligned_low_evidence,1.0,201,evidence_constrained,target_risk_omitted,0.0,0.0,0.0
COMP2041__topic_aligned_low_evidence__r1__s201__evidence_constrained,COMP2041,user_approved_exception,COMP2041-R001,软件构建课程的内容与学习负担,topic_aligned_low_evidence,1.0,201,evidence_constrained,target_specificity,2.0,2.0,0.0
COMP2041__topic_aligned_low_evidence__r1__s201__evidence_constrained,COMP2041,user_approved_exception,COMP2041-R001,软件构建课程的内容与学习负担,topic_aligned_low_evidence,1.0,201,evidence_constrained,target_strength_0_to_3,2.0,2.0,0.0
COMP2041__topic_aligned_low_evidence__r1__s202__direct,COMP2041,user_approved_exception,COMP2041-R001,软件构建课程的内容与学习负担,topic_aligned_low_evidence,1.0,202,direct,target_risk_retained,1.0,1.0,0.0
COMP2041__topic_aligned_low_evidence__r1__s202__direct,COMP2041,user_approved_exception,COMP2041-R001,软件构建课程的内容与学习负担,topic_aligned_low_evidence,1.0,202,direct,target_risk_omitted,0.0,0.0,0.0
COMP2041__topic_aligned_low_evidence__r1__s202__direct,COMP2041,user_approved_exception,COMP2041-R001,软件构建课程的内容与学习负担,topic_aligned_low_evidence,1.0,202,direct,target_specificity,2.0,2.0,0.0
COMP2041__topic_aligned_low_evidence__r1__s202__direct,COMP2041,user_approved_exception,COMP2041-R001,软件构建课程的内容与学习负担,topic_aligned_low_evidence,1.0,202,direct,target_strength_0_to_3,2.0,2.0,0.0
COMP2041__topic_aligned_low_evidence__r1__s202__evidence_constrained,COMP2041,user_approved_exception,COMP2041-R001,软件构建课程的内容与学习负担,topic_aligned_low_evidence,1.0,202,evidence_constrained,target_risk_retained,1.0,1.0,0.0
COMP2041__topic_aligned_low_evidence__r1__s202__evidence_constrained,COMP2041,user_approved_exception,COMP2041-R001,软件构建课程的内容与学习负担,topic_aligned_low_evidence,1.0,202,evidence_constrained,target_risk_omitted,0.0,0.0,0.0
COMP2041__topic_aligned_low_evidence__r1__s202__evidence_constrained,COMP2041,user_approved_exception,COMP2041-R001,软件构建课程的内容与学习负担,topic_aligned_low_evidence,1.0,202,evidence_constrained,target_specificity,2.0,2.0,0.0
COMP2041__topic_aligned_low_evidence__r1__s202__evidence_constrained,COMP2041,user_approved_exception,COMP2041-R001,软件构建课程的内容与学习负担,topic_aligned_low_evidence,1.0,202,evidence_constrained,target_strength_0_to_3,2.0,2.0,0.0
COMP2041__topic_aligned_low_evidence__r1__s203__direct,COMP2041,user_approved_exception,COMP2041-R001,软件构建课程的内容与学习负担,topic_aligned_low_evidence,1.0,203,direct,target_risk_retained,1.0,1.0,0.0
COMP2041__topic_aligned_low_evidence__r1__s203__direct,COMP2041,user_approved_exception,COMP2041-R001,软件构建课程的内容与学习负担,topic_aligned_low_evidence,1.0,203,direct,target_risk_omitted,0.0,0.0,0.0
COMP2041__topic_aligned_low_evidence__r1__s203__direct,COMP2041,user_approved_exception,COMP2041-R001,软件构建课程的内容与学习负担,topic_aligned_low_evidence,1.0,203,direct,target_specificity,2.0,2.0,0.0
COMP2041__topic_aligned_low_evidence__r1__s203__direct,COMP2041,user_approved_exception,COMP2041-R001,软件构建课程的内容与学习负担,topic_aligned_low_evidence,1.0,203,direct,target_strength_0_to_3,2.0,2.0,0.0
COMP2041__topic_aligned_low_evidence__r1__s203__evidence_constrained,COMP2041,user_approved_exception,COMP2041-R001,软件构建课程的内容与学习负担,topic_aligned_low_evidence,1.0,203,evidence_constrained,target_risk_retained,1.0,1.0,0.0
COMP2041__topic_aligned_low_evidence__r1__s203__evidence_constrained,COMP2041,user_approved_exception,COMP2041-R001,软件构建课程的内容与学习负担,topic_aligned_low_evidence,1.0,203,evidence_constrained,target_risk_omitted,0.0,0.0,0.0
COMP2041__topic_aligned_low_evidence__r1__s203__evidence_constrained,COMP2041,user_approved_exception,COMP2041-R001,软件构建课程的内容与学习负担,topic_aligned_low_evidence,1.0,203,evidence_constrained,target_specificity,2.0,2.0,0.0
